Params,Avg_MAPE
"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8}",131.77028548650986
"{'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8}",131.7709828245473
"{'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",132.4602778935156
"{'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}",136.0453919823019
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}",138.8359013428247
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}",138.83663082013632
"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}",138.83693690973354
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}",138.83897653668686
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 0.8}",140.57231147861629
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8}",140.60023799297954
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8}",140.60032001727242
"{'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8}",140.6004253551422
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8}",140.60043440663327
"{'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 0.8}",140.63401913145194
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 0.8}",140.77902609541346
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 0.8}",141.28737834915972
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 0.8}",141.4620945209862
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}",141.89814978938756
"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}",143.6724509562516
"{'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}",144.54626180226956
"{'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",148.6973108134081
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 0.8}",149.1018809256428
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 0.8}",149.1019752493216
"{'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 0.8}",149.10206203926626
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 0.8}",149.10222833674604
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 0.8}",151.2849362063388
"{'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 0.8}",153.60560877333
"{'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}",154.64993560421513
"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 0.8}",154.6611750681735
"{'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 0.8}",155.07977645335248
"{'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",155.91417896797316
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}",158.03720218594623
"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 0.8}",158.7896481535326
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}",158.88320123335907
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 0.8}",160.71332062963887
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}",161.2776216808546
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}",161.53128627683978
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 0.8}",163.09824649607194
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",167.99135394592224
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",167.99139773698874
"{'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",167.99148536249737
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",167.99165938932796
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",172.03861247246314
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",172.0387810554008
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",172.03878126674587
"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",172.03878157266104
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",172.50025640148738
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 1.0}",174.47873093215642
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 1.0}",175.54453389171346
"{'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 1.0}",176.1309481784648
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 1.0}",177.5003651232381
"{'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}",177.98442231323662
"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}",177.98491088118666
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}",177.98512063498384
"{'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}",177.98524946880522
"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",178.45471669469975
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",182.43160081835296
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",183.9753486181084
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}",186.05208428238933
"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}",192.40658787212135
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",193.85627810742255
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",194.88123019028058
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}",211.86486205960452
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 1.0}",213.94487168741927
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",216.3414640624365
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",217.31048349177945
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 1.0}",217.3788907219623
"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 1.0}",221.28222643680706
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 1.0}",222.7235484478851
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",249.23354960140162
"{'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",249.23356579839614
"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",249.23357068441337
"{'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",249.2335746445768
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",797.1757195555616
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",803.070970077966
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",818.4791183274484
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",828.4261778427588
"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",846.9806388775723
"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",856.755447851072
"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",877.7016388857126
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",880.2209268508138
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",893.2690654785647
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",893.664006963275
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",913.7549037928234
"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",915.134071712721
"{'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",2050.928804394315
"{'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",2054.3286762425487
"{'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",2055.782241972439
"{'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",2061.0194643363566
"{'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",2080.8286692198853
"{'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",2082.1388127346245
"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",2094.867817354338
"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",2112.374595069336
"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",2113.27042344398
"{'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",2120.5393231578546
"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",2127.877772356142
"{'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",2138.4611831016628
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",14496.934789698016
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",14528.174637466696
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",14530.726967285244
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",14530.792015111123
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",14533.3328695334
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",14538.682630811081
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",14541.005413580475
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",14547.888365369381
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",14566.398956353649
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",14568.579701293582
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",14572.640224195351
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",14573.849902486032
