Params,Avg_MAPE
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 0.8}",13.099758030248537
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 0.8}",13.119570018980658
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",13.129408370385777
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 0.8}",13.311641634431986
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}",13.331608157237621
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}",13.351825206183756
"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 0.8}",13.38152937320943
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",13.415759685341978
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8}",13.422723758058558
"{'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 0.8}",13.429520272037493
"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",13.435144346635415
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 0.8}",13.44173703641579
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 0.8}",13.460244185971678
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 0.8}",13.467002083039873
"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",13.470227791184243
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}",13.502085244836874
"{'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",13.527692625892357
"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",13.5304719035271
"{'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",13.562912913867338
"{'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",13.575971830052161
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8}",13.634959825583792
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",13.66417686185213
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8}",13.665493577898882
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 1.0}",13.671343136571203
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8}",13.68544005427112
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8}",13.737166234024539
"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}",13.749013075859796
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 0.8}",13.760106092821895
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",13.87681083312926
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",13.883750336448754
"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 1.0}",13.88616704273252
"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}",13.894908460075792
"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8}",13.900183557545434
"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",13.919357866723939
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",13.930384700927055
"{'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}",13.946787711155634
"{'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8}",13.965003171586043
"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",13.971627717995034
"{'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 1.0}",13.972351621316667
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",13.98972344450792
"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",14.002750888191935
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",14.032471012416728
"{'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",14.037569965669277
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",14.094308943004549
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",14.15206177132625
"{'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}",14.204872472126576
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",14.242215600949262
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",14.267851744256483
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",14.308918344998755
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",14.381964671973739
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 0.8}",14.423972699385128
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 0.8}",14.445362262473065
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",14.446484362196074
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",14.477557246622215
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",14.48660078670537
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",14.54257327384656
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 0.8}",14.576586788272296
"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 0.8}",14.631900985493102
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 0.8}",14.641766506137074
"{'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 0.8}",14.655983689508595
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",14.687735148409123
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",14.794588371081515
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",14.85622537235107
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}",14.912171594390998
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 1.0}",14.921897724794597
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",14.92388144327022
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 1.0}",14.936527507313128
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}",14.939691641120302
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 1.0}",14.941627621557375
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}",14.95393923037897
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 0.8}",15.013743240546457
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",15.014677515949897
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}",15.056707320032867
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",15.091683299762478
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}",15.115132345743799
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}",15.138261864723306
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",15.1841345080979
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",15.187557469146483
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",15.189896427023308
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",15.194997810420029
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 0.8}",15.242670121572255
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",15.296084982047436
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",15.357167844890123
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",15.488083537519547
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",15.772188578761194
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",15.85325451562397
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",15.867031363837095
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",15.972476303754892
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",16.031821569620483
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",18.536642997552473
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",18.99840248564369
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",19.864563087945143
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",19.96334128983871
