Params,Avg_MAPE
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",18.71139770421526
"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",18.711716327867155
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",18.720833727067628
"{'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",18.726786761688622
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8}",18.74218920679784
"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 0.8}",18.775308980912023
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 0.8}",18.78892420568504
"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",18.792094247597543
"{'n_estimators': 1000, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",18.80390445909954
"{'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",18.83029574679102
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",18.85850051334908
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 0.8}",18.87936783268441
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",18.902080747527727
"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",18.946563038547545
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 0.8}",19.02148696912932
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",19.033074292415368
"{'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",19.042524686486775
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 0.8}",19.052249139915254
"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 0.8}",19.085457801744443
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}",19.147583307994367
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 0.8}",19.156894818015648
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}",19.182208796699907
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",19.182433689496108
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",19.182522121400055
"{'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",19.18335714015959
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 1.0}",19.193887069199295
"{'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}",19.215725436042874
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 1.0}",19.2608224155552
"{'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 1.0}",19.26181581329187
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 1.0}",19.26273702193503
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 0.8, 'colsample_bytree': 1.0}",19.262835423120112
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",19.31135980900482
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}",19.339464768502193
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",19.391901677734467
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",19.412802191491405
"{'n_estimators': 1000, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",19.422404926353124
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",19.43588439821146
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",19.43895833988793
"{'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",19.449873485515838
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",19.45057653588724
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}",19.480254130330582
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",19.654691134278416
"{'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",19.68112448757803
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}",19.80880567715746
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",19.82047656522614
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}",19.836341164071296
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 0.8}",19.85998775569452
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 0.8}",19.860314116943734
"{'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 0.8}",19.860591813711764
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.3, 'subsample': 1.0, 'colsample_bytree': 0.8}",19.862434495128614
"{'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}",19.862442479551994
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8}",19.87919166698795
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8}",19.90845280131957
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}",19.909154251054876
"{'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8}",19.92273648840608
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8}",19.943590860963333
"{'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",20.013957285576435
"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",20.041175263771876
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",20.08563100928639
"{'n_estimators': 600, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",20.08864285216924
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",20.150798804395425
"{'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",20.26973943366619
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",20.271479892902587
"{'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",20.307615113120942
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",20.418314438236727
"{'n_estimators': 600, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",20.514537920773147
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",20.641535008738927
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",20.80712169075494
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",20.969872432937898
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",21.055285277103646
"{'n_estimators': 300, 'max_depth': 5, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",21.110393164920232
"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",21.204660642330296
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",21.30360583915469
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",21.345315141843543
"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",21.41799235550504
"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",21.56085085579387
"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",21.74548505570477
"{'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",21.895264150350652
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0}",25.27663399060779
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}",25.351322411745
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}",25.959127678660426
"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8}",26.017917832183468
